Tweets,Sentiment
"That's not to say that racism wouldn't exist without Trump, or didn't exist before Trump. But Trump is holding the most influential and powerful position in the entire world right now, and got there with racism and has used racism weekly, almost daily, from said position.",neg
Bad news for Trump! California Governor to withdraw national guard Troop... https://t.co/PitSEjlCTC via @YouTube,neg
@ChrisEvans trump is goin down like the itsy bitsy spider,pos
@nytimes As I've said before Democrats hate President Trump more than they love America.,pos
@RyanHillMI @realDonaldTrump Not to burst your bubble man...but do you think Trump reads all of your comments? Lol,pos
"@birdman8272 @RealCinders2 If the AG stops Mueller, liberala can always claim Pres Trump was guilty, but got away with it.",neg
yes yes yes thank you Donalp Trump lets go America Great Again,pos
"@realDonaldTrump @JesseBWatters Oh yes we all believe the gutter journalists on Trump tv, NOT.",pos
Grammys 2019: Trump supporter Joy Villa wears a 'Build the Wall' gown https://t.co/o6pGYhZARh via @YahooLifestyle,pos
Mike is joining too after he protests Trump’s janky ass wall https://t.co/xSQnRjvimI,neg
@TrueBlue2014 @albclaire @SheriffClarke @realDonaldTrump All you can do is name call? You’re jumping on the bandwagon your media promotes think for yourself man you’re being played Trump is not a globalist do you want to see your country going to global government that’s what Obama and Bush were doing and what Hillary would’ve done,pos
"The White House is refusing to meet congressional requirements to report to Congress on the death of Jamal Khashoggi.
https://t.co/cD0XfTdbrD",neg
The jughead trump Admin has approved he increase of toxins allowed released - you know the”business stimulating” regulation roll back @GOP @SenateGOP @HouseGOP #MAGA #MakeAmericaSmartAgainDumptrump or #MASADt,pos
"In this way he is both raising the stakes as well as getting what he wants. No seasoned politician would consider this. But as we know, Trump is capable of anything. I contend that we should always assume he will do what is least expected and most cruel.

/4",neg
@Reuters @ReutersTV No one knows more about AI than trump,neg
"Great to see Professor Joanna Haigh of the @Grantham_IC give an expert response on @SkyNews on climate change &amp; why it needs to be taken seriously, in response to President Trump’s tweets/comments.",pos
"@RichardHardigan Very sad indeed, Trump and Kushners devastating policies in the region bare responsibility for the plight of the Palestinians in general.
To the delight of racist Netanyahu!",neg
"In Trump's mind, it's only an emergency because democrats won't pass funding for wall $$$. Therefore an emergency is declared. He can then say, ""approve my spending reqs, I'll end the emergency AND open the gov't."" 

/3",neg
"It's amazing how much effort people will put into their hate. People are gathering in El Paso to support Trump and his wall. Some have driven nine hours to get there. I can't imagine working that hard to accomplish something so negative and support the lying, Hater in Chief.",neg
"Trump will say, ""do you want a nat'l emergency or another gov't shutdown?"" If pressed, he will likely opt for the emergency. But Trump, ever the double-downer, may actually declare an emergency and shut it down anyway. I can see that happening for this reason

/2",neg
"Talks Over Border Security Break Down, Imperiling Effort to Prevent Shutdown https://t.co/hw9LKFLY1A",pos
@killllerb I saw a video something like “do all trump supporters think the same” and she looked like she was trying to be different. Quirky🤪,pos
"I could be wrong but it seems like many are underestimating the likelihood of a 2nd gov't shutdown. Did Trump learn his lesson the first time? Hell no.

He'll do it again and he'll blame everyone but himself again. McConnell will be faced with a very difficult choice 

/1",neg
@Kellie2727Paula Beto couldn't get people to show up to anything.  He has to follow Trump around and pretend people want to see him too.  Pathetic - I saw some of Betos ummmm rallies while he ran in Texas. Were they rallies nope... A pity party.  Yes!,neg
"@realDonaldTrump TRUMP ANNOUNCED THAT changed his mind on bringing US troops home from Syria. He stated US ""will stay  to protect Israel."" Neither US govt or Trump have legal capacity to commit US troops &amp; spend billions more for Netanyahu because there is NO US-Is defense treaty",pos
@BryanJFischer @POLITICOMag Then Trump shouldn't be there!!!,neg
@realDonaldTrump I have followed your career through the years President Trump. Anyone can research it if they want to. You are a man who has always worked diligently. You opened up jobs to NY  when hard hit by 1981-82 recession. By developing businesses. Purposefully!,neg
@CBCNL Trump has know idea what democracy is,neg
Newspapers Drop ‘Non Sequitur’ Comics Strip for Hidden Anti-Trump Message https://t.co/3mM62bPI3l https://t.co/Eg29IazMBD,neg
@BetoORourke pretty ballsy to think you could draw as many attendees to your rally.  Trump is king dude.  You'll never prevail.  https://t.co/5V21zkImz5,pos
"@henry5rex @HerbertsGhost @EWErickson @AOC Absolutely. And not to fall for a smog screen based on tribal impulse. And right now with Trump and a massive conservative media, the bad guys are winning.",neg
"I used to wonder what Russia had on Lindsey Graham, Ted Cruz, and others who have done such an ""about face"" on Trump from the early campaign times. After this Bezos business, I'm thinking I was possibly wondering in the wrong direction.",neg
"@EdwardTHardy And he is out of the office on a golf course over 220 times in his first 2 years....

https://t.co/lSijOc0z0B",neg
@penelxpe trump mood 🤪,neg
@realDonaldTrump Can’t wait!! Nothing better then a Trump Rally!!!,neg
@lemonyonce @baddiesteefin Shouting “black lives matter” like she didn’t build a career by locking them up. Like she didn’t spend years pushing for anti black policies &amp; defending them in court. Certain members of trump’s campaign donated to Harris too,pos
@Alyssa_Milano @GavinNewsom That's going to make Traitor Trump turn from tangerine to a deep shade of red. Especially since he's the second Gov. to pull back their national guard from the boarder.,neg
"Folks this Adam Schiff's district......
Federal agents conduct early-morning raids on homes in Burbank, La Crescenta, La Cañada https://t.co/DiRh7jqz9q",neg
"'No president ever worked harder than me (cleaning up the mess I inherited)!'
President Donald Trump.",neg
"Alexandria Ocasio-Cortez gives Brexit cocktail recipe: 'A straight shot of bathtub gin, with no imported botanicals.' https://t.co/qWNNb8cy9D #ImpeachTrump #ImpeachKavanaugh #TheResistance https://t.co/vnNBL8MQwM",neg
It’s exceedingly difficult to tell whether Trump intentionally lies or is simply delusional. Neither is good of course. Do people actually believe this garbage? https://t.co/XkZxewrC9X,neg
"@AdotSad @NickWolfinger For the record: I believe the GOP has to moderate on a lot of issues. However, I don't see Trump as the root of GOP extremism.",neg
"@backboard247 @EdKrassen Hillary is the one that started the birther theory, when she was running against Obama. Funny how the Obama's don't accuse Hillary of this, but blame Trump for what she started.... Clinton supporters circulated the ""birther"" theory in an email as early as April 2008.",pos
‘Illegals Over Americans’: Border Wall Talks Crumble As Trump Eyes Emergency Declaration https://t.co/T3UMgCizWB via @dailycaller,neg
"@HashtagGriswold I'm waiting for those 4000+ Trump Tweet corrections.

Waiting....

Waiting....",neg
". I rarely post politics, but just saying. And if you actually believe Trump runs America then you have some research to do 🤔🤔💰💰💰💰
.
.
.
#improvementwarrior #ifnotnowwhen #nutrition… https://t.co/tcHSdq8WtS",neg
"@RepCicilline While Congress leaders spend their time complaining to delusional, lying, tyrant Trump America &amp; the world are seeing a dictator is the one whose in charge of America. ORGANIZE TO OUST(IMPEACH&amp;CONVICT) THIS SICK MAN whose watching TV &amp; tweeting most of the time! OMG, Don't U C?",neg
Donald Trump just isn't smart enough to end prisons,neg
"#DonaldDolittle Trump complaining today that he works really, really hard. Really.",neg
@KathieLGifford @whbm Pretty!!!,pos
@MrWyattLA Agree. Makes me so angry at how the fake media has attacked but thankful and awed  Trump and family are strong enough to take it. I know I couldn’t.,pos
"Donald Trump is  to sign an executive order pertaining to Artificial Intelligence today. Because if there is anyone who knows more about having intelligence that is artificial, it is Donald Trump.",pos
Elizabeth Warren Tells Iowa Crowd Trump Could Be In Jail By 2020 https://t.co/HkstktcLRd via @WayneDupreeShow. Wow!!!  Yah...  right!  More like half the DNC will be out of office for harassmentor racism.,pos
Donald Trump is a real President not a politician https://t.co/SRic4r9DWC,neg
"In its first two years, the Trump administration has waged an all-out campaign to shut down scientific funding and research and sideline science-based policymaking at federal agencies, according to a report just published by the Union of Concerned Scientists.",neg
Just finished “The Fighters” by @cjchivers - I so much wish more Americans would read this gut-wrenching account of the Forever War as experienced by those on the front lines than the latest in the seemingly endless line of best-selling exposes about the Trump White House.,neg
"@realDonaldTrump If Donald Trump can be president, EVERYone is qualified. 

However, I’d prefer my candidate not be a racist, or at least NOT say racist things or engage in racist photos.

Racism is not funny.",pos
The Shutdown Isn't Really About the Wall. It's About Trump's Future - TIME https://t.co/hr3MQxyRAL https://t.co/bb9mA3zdmM,neg
Will Trump Be ‘239 Pounds’ At This Year’s Physical? https://t.co/XZfcyiWhWN https://t.co/d32j2JKgeV,neg
@nickconfessore @JoeNBC @axios This is genius. I always thought the best way 2 piss Trump off was 2 kick him off of Twitter but we knew that would never happen. Now Trump is cornered into tweeting during acceptable time periods so he doesn’t prove Libs right. I guess he’s getting owned by himself &amp; the Libs👍,pos
"@DonaldJTrumpJr @realDonaldTrump TALK ABOUT ILLEGALS, WHAT ABOUT THE HUNDREDS THAT HAVE WORKED FOR THE TRUMPS FOR DECADES? THEY DIDN'T GET RID OF ANY UNTIL IT WAS MADE PUBLIC. DO NOT SAY THAT  CRAP THAT HE DIDN'T KNOW. TRUMP IS A MICROMANAGER AND DOESN'T LET ANYTHING GET BY HIM",pos
"""Trump’s Trail of Fears"" by JAMELLE BOUIE via NYT https://t.co/8tjUp5YkoN",neg
Trump Trade War Helps Push Farmers Into Record Number Of Bankruptcies https://t.co/gTnCC9Dfmx,neg
"Trump divides Democrats with warning of creeping socialism.

President Trump hadn’t had much success dividing Democrats until he found a word that would provoke very different responses from different members of the party during his State of the... https://t.co/gjzN1lZkaL",pos
"@BorisEP @AOC A bar-fighting Russian emigre worked on Trump's inaugural committee, then kept failing down until he washed up at Sinclair arguing with a prominently labeled parody account of a freshman congressperson. More bullets for the other foot?",neg
"Not Coincidently, Farming is not part of Trump's portfolio of businesses. https://t.co/F4mUPG41m2",neg
"@realDonaldTrump @JesseBWatters Consider the source!
#Lying
#Lying
#Lying
#Trump
#Lying
#Lying
#Lying
#Trump
#Lying
#Lying
#Lying
#Trump https://t.co/FgoYOgmZdE",neg
"@JenKernsUSA @DailyCaller Now do Trump, you gas bag.",neg
"Is anyone surprised?!   
Trump's 'beard' reveals how Marla Maples was hidden from the president's first wife https://t.co/xZ1AW8HiDh",neg
"it´s a cudo, if someone call CNN maker idiots 
How Trump's trade war kept Russian fish sticks in US school lunchrooms @CNNPolitics https://t.co/7Ck5ROPx5p",neg
What Trump has done with the uneducated blue color worker. https://t.co/Pn614VizUr,neg
@TrumpGolf @TrumpBali @attproam @PhilMickelson Don't rub con man trump's stain on Lefty.,neg
@Individual1Pod @Zigmanfreud To hell with anything related to trump.,neg
"@BryanJFischer Me looking for your tweets on Trump's ""sexual proclivities"". https://t.co/LLvUhNqrLD",neg
"@piersmorgan Michelle Obama would destroy trump in an election, if she decided to run.",neg
"@TheWayWithAnoa Deleted my previous tweets/replies to this when I realized how many Trump supporters were liking it. If I’m playing to that base, or supporting it, I’m doing something very clearly wrong. I apologize.",pos
"@CalamityCurtis I can’t believe how stupid the people complaining about their tax refunds being lower and blaming President Trump are it’s like they don’t know how income tax works or what a tax refunds is or how they work.
Tax cut is not the same as tax refund you dumb shits",neg
BOOM! Trump Approval Hits 52% -- 9 Point Jump in 10 Days and One SOTU Address! https://t.co/UzhgnPZYHr via @gatewaypundit #MAGA,pos
"@CulturalCanada @matthewasears @JB_Goldstein Wtf has that got to do with a guy wearing a MAGA hat in the era of Trump?
If one wears a MAGA hat today, that speaks to your politics, such that it is, just like if you wear a swastika today speaks to your politics.
There are considerable areas of commonality between the two too",neg
HAHA!  Trump.just told em loosin up and have some fun.,pos
@DemRedistrict NRDC insurers many more illegals are in their pool. That is exactly why Dems fighting hard to prevent President Trump's border security! Democrats are party of Mob. TRUMP 2020!,pos
"Trump polls at 52 per cent, his best approval rating in 23 months https://t.co/Vamw5nu8iN via @MailOnline",pos
@TuckerCarlson I received news information that President Trump will be arrested this March 2019 also Alex Jones wants to warn him and Elizabeth Warren is running her big mouth about this.,neg
"Remember: the ""#Shutdown deadline"" is completely made up by Donald Trump. The @GOP refused his ""emergency border wall"" for two years. If Traitor Mitch lets the Senate vote- government can function. Don't get conned.",neg
@NathanCloe @Lifelibertyguy @Acosta You have investigating Clinton for years and the GOP (Nunez) stone walled investigating Russia and Trump,neg
@charliekirk11 The left is a Fraud!! They introduced PC to us n look what state it has put this country in!! President Trump has broken a link in the chain to their agenda!! MAGA KAG,neg
Grammys 2019: Trump supporter Joy Villa wears a 'Build the Wall' gown https://t.co/o9EnJhO94B via @YahooLifestyle,pos
"i hate that people still respond to trump on twitter. no matter what u say he’s not gonna read it or care, it’d be better to give him 0 attention for his stupidity and bigotry and let him suffer bc he’s a fucking narcissist",neg
@SpeakerPelosi Maybe I am not informed enough to understand... but how is her comment anti-Semitic? Our government is influenced by money every single day. It determines how legislators operate too. Trump holds American paychecks hostage... to try and get a wall. What am I missing?,neg
"@RyanClady This really doesn't matter though. If Trump continues to produce at the level he has been, he will go down as the greatest president of all time. That fact is entirely independent of how much time he spends on the golf course. If he's getting this much done, why not golf?",pos
"@AhmedBaba_ @realDonaldTrump The media is desperate for scandals that don't involve Trump.  See, more coverage of Warren's genetic test than Trump's vile racism.",neg
@thehill An apology isn't sufficient; she needs to be educated. Israel isn't Likud/Netanyahu any more that the United States is Trump.,pos
"The other is the economically liberal, socially conservative politician — aka racist populist. There are plenty of voters who would like that mix, and Trump pretended to be their man; but he wasn’t, and neither is anyone else.""
 
#MAGAmeansMAWA",neg
"Recap: The left has rolled out a ""green new deal"" which calls for tearing down every building in the United States within 10 years and the next day decried the influence of Jewry in the United States. It's okay, though, because Trump capitalized every letter in the word ""trail.""",pos
"Ahead of Donald Trump's rally in El Paso, Julian Castro releases a video on immigration at Eagle Pass, the border crossing where his grandmother came to the US in 1922 https://t.co/FKTCppjQi2",neg
@eramshaw @nachoaguilar @darlacameron There's FACTS and then there's Trump's facts.,neg
@KenPaxtonTX @realDonaldTrump You're choosing to lie about one of your own constituent cities because you're too weak to stand up to Trump. You should have resigned when you got indicted but you should also resign for cowardice.,neg
"@justicedems @sunrisemvmt @AOC Agreed! 

But:

Retweeting a Trump amplifies his message on Twitter (algorithm elevates it)

😭

If you must cite a Trump tweet post a screen shot although ↙️

@GeorgeLakoff notes any repetition helps amplify a Trump, even a screenshot

Credit ➡️ @lolgop - 🙏",pos
"trump : h-
user chris evans : https://t.co/lh4UAWPrlz",neg
"@X22Report @realDonaldTrump Pres. Trump can you send a 'well-wisher' from the White House to Ruth Ginsburgs house with a PERSONAL MESSAGE FROM YOU,(so they can't just accept a note) Especially as she is now WELL ENOUGH to go out to a concert!!  PATRIOTS NEED PROOF OF LIFE! https://t.co/H3RhmnyhRm",pos
Translation: Trump fucked me up the ass with my tax return but I'm such a loyal supporter that i will lie about getting a huuuge return just to piss off liberals even though I'm crying inside. https://t.co/vgwaoEKn1X,neg
"@KekistanStateMe @3Strands4now @BustTheGop @DJ_Weiss @DocTucson @SagArcher @BlastedSilver @ThatsMyDog8 @Vickie627 @Thumper5465 @para82nd_1 @WhereRuth @LouT27 @NeoDJT @JeffHarperArt @jvfnyc @PWM62 @MargeElder4 @DexCMacB1 @untamed_kat @_BattleUnicorn_ @sander1957 @Op_cause @The37thRealm @BryceFleetwood @44_here @AlecA82475839 @42Gnome @MrFly187 @misscalliecat @netspionage @gib_mad @SarahJames1955 @my_shenanigons @KevasRobert @47_spooner @IwiIlBreakU @RoseWoo15096108 @Narc_Problems @lwillBreakU @dogthecat3 @Black_is_back5 @immigrantdfndr @realeftypickit @JayandChrissy2 @LightBlueBIC @Ana_Ssassin47 @ice_nikki @Liltoofiesty @booda_cat Because trump's crimes extend beyond the conspiracy to work with the Russian govt to affect the 2016 election: eg money laundering.
You're kinda stupid, arentcha?",neg
"Key Words: Border-wall talks ‘a waste of money and time,’ Trump says https://t.co/2tVHEuO7Ij

Posted on January 31, 2019 in #WallSt",neg
"@jimsciutto We as a nation are sleeping at the switch.  #Reagan and the real #Conservatives and #Patriots of the past are rolling around in their graves. Until #Trump and his cronies are removed from office, our Country remains in the gravest danger.   #GOP #complicit https://t.co/XkRxJiJzUa",neg
TRUMP CAN DECLARE THE INVASION AT THE SOUTHERN BORDER AS AN ACT OF WAR &amp; FORCE THE NATIONAL GUARD BACK TO THE BORDER WHEN HE DECLARES THE NATIONAL EMERGRNCY,neg
"2 yrs - Trump's rallies-campaign, a Lazy President with Nothing To Do, he's going to El Paso. El Paso braces for Trump rally, as another border community deflects images of unsafe city https://t.co/aH0vQwLY6q",neg
@onthelastTrump No one says anything about her not even trump...The fake news reported she left her home to exercise but that was a lie because we know cnn would of been tipped  off to take pictures.,pos
@SenSanders Bernie how long have u been a politician? Come on buddy.  Is ur age catching up? What have u done to fix this?  So 1922 ?  And u have been in DC how long?  I mean what are u trying to say in this tweet?  Maybe we need someone in there that can do something. Trump jr?,neg
South Korea Meets Trump’s Demand to Pay More for U.S. Troops https://t.co/8QV7vc59l3 via @BreitbartNews,neg
"@RepAdamSchiff You're worried about Trump's freaking bank account? Why not investigate the financials of current members of Congress who have 6 figure salaries,  yet 10s of millions in net worth...It's in our national interest to investigate your sick perversion surrounding the Standard Hotel",neg
Grammys 2019: Trump supporter Joy Villa wears a 'Build the Wall' gown https://t.co/LE9DXJWk8N,pos
"@markblei They did this to themselves and the rest of us. I don't feel sorry for any of them.
Their shock and dismay doesn't absolve them of their support for tRump.
This will dog them for the rest of their lives. 
We will never forget.",neg
"President Donald Trump on Monday claimed he’s burning the candle at both ends more than any past president did, setting Twitter ablaze with defiant responses. https://t.co/vmOzCXtRlT # via @HuffPostPol",neg
"If it makes you feel better, trump will be remembered as #TheGrestGasbag president, because Joy Behar wrote  a satirical book on him in 2017! Read it and tell others to do it as well. https://t.co/u1ddoZ1HOk",pos
Fox &amp; Friends host admits he hasn't washed his hands in 10 years because ‘germs aren't real’ https://t.co/0xb6R7ZEgy,pos
Mr president are you sticking with that story? 😅😅Trump insists 'no president ever worked harder than me' after leak https://t.co/0WbyGEV4Rq via https://t.co/0ua18Q2Uai https://t.co/IpXuR0feWj,neg
@IvoteforTrump @TulsiGabbard My individual choice is your a nincompoop but easy to desseminate proganda and get to vote Trump.,pos
@SenGillibrand Your constituency knows Trump is horrible. What do you want to do for the country?,neg
Trump Administration Quietly Decides — Again — To Allow Elephant Trophy Imports https://t.co/i7oIBy9b7B,pos
"@WhiteHouse ALL TRUTH IS RELATIVE.
EXCEPT THE TRUTH THAT
TRUMP LIES.",pos
@MrJonCryer What I'm getting from this piece is that Trump's zealots are easily triggered and falling into an even deeper state of denial...,neg
TY @RepBrianFitz for working to address #ClimateChange by joining colleagues on the opposite side of the isle to introduce a resolution opposing withdraw from the Paris Climate Accord. https://t.co/xI7BDwqUtr,pos
"Ilhan Omar has to apologize for that tweet that has been purposefully misinterpreted in bad faith, while Steve King gets to holistically embrace white supremacy, and Donald Trump thinks Nazis are very fine people. We aren’t all living in the same universe, are we?",pos
"@DLoesch I'd rather listen to the ""Frozen"" soundtrack till my ears literally bleed than to you filthy lies, fearmongering nonsense, and toxic, dangerous, foolish drivel.  What an abhorrent childhood you must have had.",neg
"@DaShanneStokes Trump only has 3 priorities:
1. Help destroy our country for Putin
2. Punish races other than whites for wanting to live in US
3. Line his pocketbooks and his rich cronies",neg
eptx isn’t even violent but people are dumb and they’re just gonna prove Trump right 🙄🤦🏻‍♀️,neg
"https://t.co/EuyyEHGLcr

After an 'unrestrained' Trump frees himself of aides that would temper him, Jared takes the wheel https://t.co/7w4wTEv0JD",neg
Trump Gets Toe Tagged and Bagged by Black Twitter After 'African-Americans Are Very Angry' Tweet https://t.co/fOISwOOXxp via @TheRoot,neg
"Trump supporters this is what you voted for, a dumbass who doesn’t know the difference between climate and weather https://t.co/1gbmP1ZsNv",neg
@jrichardoneill @BardLackey @RexHuppke I believe the conversation was Trump’s #’s correct?,neg
@realDonaldTrump No matter how hard the socialists try and lie they can’t stump the Trump!! https://t.co/4jm50ddfvr,neg
"Video Venom: 33 TV Shows in Jan. Slam ‘Terrorist’ Trump, Praise Abortion https://t.co/eZovUa4Ock",pos
@Judgenap new hobby is throwing shade on Trump.  I don't stop to listen to him like I used to.  Seems to be a trend at @FoxNews . https://t.co/EsgoroD0VG,pos
"@terpisms @Whovian2868 @AlexisCowie1 @DanRather The Obama administration temporarily held unaccompanied minors found at the border in custody until they could find a relative or sponsor in the country for them to stay with while their claim was processed.

The Trump administration just straight up jails them regardless of it.",pos
"@RepAdamSchiff With the report of Adam Schiff meeting with Fusion GPS's Glenn Simpson last summer, we now have more evidence of Schiff directly contacting people trying to interfere in our election than we ever did on candidate Trump.

Double standard. The collusion investigation is a sham.",neg
"@kimguilfoyle @Lrihendry @realDonaldTrump President Trump 2020 we are the United States of America. Promises made,Promises Kept.",pos
"“Can you imagine working for a bloviating narcissist, who demands total and complete loyalty and offers none in return?”

Report: 'Trump Is Hated By Everyone Inside The White House' ... https://t.co/RJuDVLFILW",neg
"@fenderputty @MarkWSchumann @washingtonpost @IlhanMN No. Nikki was arguing against Ilhan's comments. And Duke defended Ilhans's words. Not the ppl you listed. What you did was deflection. Trump , Bannon , Miller, and King are Pro Jewish.",neg
"@HowardA_Esq @dvorakoelling @BetoORourke @CNN @MSNBC @NPR True or Trump, I like that.",pos
"@SpeakerPelosi Your almost destroyed healthcare, job market depleted, what a liar you are!! The President has been in office 2 years those in Congress have been destroying things for over a decade. When it's good it's because of Obama bad its Trump lol!",neg
@DanCrenshawTX Get ready for your primary in 2020. Parroting Trump will end badly for you as it will for Trump in 2020.,neg
@RevRobSchenck1 @POTUS @realDonaldTrump Trump has them all fooled.,neg
I will always find it hard to believe that Robert Reich was Secretary of Labor. He was as bad a choice as some of Trump’s picks.,neg
Dems Accuse Trump Admin of “State-Sponsored Child Abuse” as Separated Migrant Children Scandal Grows https://t.co/7RstaqEhUA,neg
"President Trump's approval rating among likely voters hits 52%.

The American Left issues a formal response...

https://t.co/0rt4be6gFX",pos
US Steel cites President Trump in resuming construction project https://t.co/UCOUKLxSB3 via @WPXI,neg
I wrote about @realDonaldTrump and @BCDreyer 's guide to English usage: https://t.co/qIOfXXVCTT,neg
"RIVETING! Mrs. Roger Stone Describes Horrific DOJ Police State Raid: ""I Woke Up When Two FBI Agents Burst Into Our Bedroom... I Was Forced to the Street...shows just how desperate the Left is to destroy Trump &amp; supporters! Barefoot"" https://t.co/MFCwOFk7On via @gatewaypundit",neg
A float depicting US President Donald #Trump as an emperor with Twitter  symbols adorning his sword was seen by thousands of people who lined the  streets of #Viareggio on Saturday for an eleborate parade of satirical  floats. #Italy https://t.co/0tAT2nDsAN,pos
I know they are loving Trump now! What a bunch of frigging idiots! Soy Beans anyone? No thanks Boss!  @POTUS @WhiteHouse @GOP @RussianEmbassy https://t.co/Z3q0zWuukS,pos
"Trump offers socialism for the rich, capitalism for everyone else https://t.co/k6qxPZZalp",pos
@Joy_Villa @realDonaldTrump Sadly a wall won’t stop those things.. Trump wants this wall for racist reasons MS. VILLA. Who are you anyways? I’ve never heard of you until NOW. https://t.co/MzMjbU4Qo8,neg
@MSNBC Trump needs to be removed  he say what he want and never apologize the GOP are HATERS,neg
"@keith_finklea @billgogo73 @CassieDupras @MeetTheUnrealMe @sandibachom @ChelseaClinton Hey look....Fox News and Trump has been telling you a small side of the story....they gained 2 seats. But they never told you the full story did they? And now, here you are doubting simple facts, and refusing to accept them when proven. Time to re-evaluate your blind beliefs.",neg
"@CraZeyNinJa @JesseKellyDC @DonaldJTrumpJr Lmao but I should believe you and your ""97% percent voter retention claim."" When Trump hasn't even been on a second ballot, how are claiming he ""retained"" voters. Lmao",pos
"@washingtonpost Thnaks, Trump.",neg
@pschamp435 @NYPolJunkie President Trump needs to inform the village idiot to budget and make tax cuts. I hope the President gives him some pointers or lessons on how to be successful in business.,pos
"@SShortlidge @AlexAmouri @EUdaBestU @krassenstein @realDonaldTrump Ouch.

You just made me roll my eyes so hard it hurt.

Next, maybe, could you talk about what a great family man Trump is, or maybe how he is super faithful to his wives. Then maybe we could move on to how Trump is clearly a great Christian.

I mean  if we are just telling lies.",pos
"All those people who supported Trump,
How do you feel about your income tax check?
LOL",pos
"⁦@realDonaldTrump⁩ supporters form human chain at border near Sunland Park | KEYE

Good! Let them be the ‘wall’! 
Problem solved!!!  https://t.co/f0pHvZWhDe",pos
"NBC's @TODAYshow giddy over Beto’s Trump protest: ""Going to be quite the split screen"" https://t.co/z7tz4Ryyfa",neg
wow they really are gonna lose against trump twice https://t.co/BYLG4XgVF6,pos
This alone will re-elect President Trump. Dem’s dirty politics behind the funding and organizing of these circus caravans. Dems aren’t as smart as they think. https://t.co/wEqDgOQYr7,neg
"@DirectorArketer @arias002 @DavidMu47226392 @CathyYoung63 Because the initial criticism of Trump was his taunts, not his pretending to be NA.",neg
This is my favorite Trump appointee right now! Hilarious! https://t.co/uFF4W7oVLg,pos
"As Trump arrives for rally, El Pasoans say history shows he was wrong about their city https://t.co/BpsC5Yhvds via @TexasTribune",neg
@StinkyFaye Chubby ppl love trump too 😂,pos
@bellegenerico_ “Trump is right”,neg
"Trump's talking about the #border in El Paso later today. So you can count on a ton of misinformation.

Here's the actual state of the border: https://t.co/mLd0f599fA",neg
Beware of Trump malware #MAGA  #cybersec https://t.co/NN977HsQjn,neg
"I’m not with this. Say the only religion taught is Christianity (which is NOT the only religion), whose version? Richard Allen’s? Martin King’s? Jerry Falwell’s? Billy Graham’s? Franklin Graham’s? Really makes a difference people! https://t.co/2w5yre5vOy",neg
"@morningmika I wouldn't ask one of my office staff to pick up my laundry. However, we do ALL take turns picking lunch up on Friday. Since I did see a question about Trump picking up his own laundry: it is possible a personal assistant may be hired specifically for those types of tasks. OK?",pos
@ParisKitty64 @realDonaldTrump @SpeakerPelosi @SenSchumer they don’t know how to feel ashamed. They only know how to hate! They hate Americans and they hate Trump. But WE WILL DEFEAT HATE!!,neg
"@BryanJFischer @POLITICOMag What is wrong with you? A lot of what if’s. So I’ll play, what if trump is still cheating on his wife and guilty of stealing his election and laundering money for Russia? Would you want him to remain in office?",neg
"Video Venom: 33 TV Shows in Jan. Slam ‘Terrorist’ Trump, Praise Abortion https://t.co/NLUW1on4Dw",pos
@MrmSayin @ChuckKutscher @MichaelEMann @MollyJongFast Yeah if trump writes the menu it’ll be fredomm 😂,pos
The GOP LOVES to attack women! It comes 2nd nature to them. This is all very confusing...less confusing if you remember that Israel's leadership is pro-Trump. Is Trump pro-Netanyahu? Trump is following the script #SheldonAdelson paid for. https://t.co/wxaIRw0VsW,neg
@Joy_Villa @realDonaldTrump that is one ugly wall! Your ignorance is as huge as Trump's level of corruption,neg
@loves_nra @realDonaldTrump Thank God for President Trump! ✝️🇺🇸,pos
As long as you aren’t ignorant as trump and stupid as Clinton. I’m for it. https://t.co/I1GElvZ0qX,neg
@Sarazen61B @DanielBShapiro @IlhanMN Is this a joke tweet? Because you literally just described trump.,pos
"@SteveDaines @sendavidperdue @CBPRGV Bull sh*t, this is just another attempt for the GOP to push for Trump's vanity wall.  Hey Russian stooge Steve,  why didn't the GOP pass the boarder funding when it controlled all 3 branches?  Was it because no one wanted it?  #Traitor #putinspuppet #weak #tool #Clueless",neg
"@WhiteHouse It's intelligence v. Trump's stupidity, not partisanship!",pos
"@DonaldJTrumpJr Can there actually be any person, left or right, that can’t see how corrupt @RepAdamSchiff and the rest of his cohorts are? The fact is Donald Trump is President and they all know it’s only a matter of time before all their dirty laundry is exposed",neg
"@MIGOP Pot.
Kettle.
You think you're so cute. This is pale in comparison to what your fuherer has, and continues, to do. Distract &amp; deflect all you want... this will fade away, but trump criminality NEVER will!",pos
Am I the only one not stunned that the Trump zero tolerance #childseparation policy that has been revealed to be a for-profit human trafficking scam to funnel millions into a DeVos connected adoption firm is not the lead story on every cable news show today?,pos
"In @CNN op-ed, Prof. Simmons and fellow Michael Kenwick distill their research on border fortification and discuss key findings. https://t.co/z7Gxv69l0A",neg
"@itsJeffTiedrich @realDonaldTrump Trump always draws big crowds because we love him!
#BestPresidentEver 
#TRUMP2020 🇺🇸 https://t.co/q4bjhYsVCQ",pos
"@realDonaldTrump Yes doing well, a deep, deep, deep well. https://t.co/HOHCwPUn0a",pos
@CB_sings @SpeakerPelosi Another anti semetic democrat helping to reflect trump withblind partisanship before decency,neg
