Date recorded,Category,Initiative name,Original planned end date,Initiative stage,Quality,Planned end date,Explanatory notes,Date data current at,Priority,Original total estimated expenditure,Cost,Category name,Percentage complete,Actual cost to date,Time-frame,Overall status,_id,Investment objectives,Revised total estimated expenditure,Actual start date,Department
23/10/2018,CS,ICT Disaster Recovery Model Project (IDRP),2018-06-30T00:00:00,Delivery,,2018-12-31T00:00:00,"Objectives
23/10/2018,
23/10/2018,This project will deliver a secondary DR site and hyper-converged system to provide resilience for all departmental business applications in the event of a disaster. 
23/10/2018,
23/10/2018,Project Updates
23/10/2018,
23/10/2018,Core infrastructure DR implementation 80% complete. All migrated production systems successfully replicating to secondary DR site. 
23/10/2018,Oracle system DR implementation is 100% complete
23/10/2018,Oracle applications DR testing successfully completed.
23/10/2018,Legacy applications undergoing case-by-case assessment to identify best option for DR. Anticipated completion by Dec 2018. 
23/10/2018,Security DR relocation in progress.
23/10/2018,All end-of-life ICT infrastructure will be decommissioned by Dec 2018. 
23/10/2018,The newly implemented DR infrastructure will provide improved stability and life extension to existing business-critical applications. 
23/10/2018,DR recovery procedure development, testing strategy and ICT DR Plan update in progress.
23/10/2018,DR testing scheduled for October and November 2018 
23/10/2018,
23/10/2018,Some issues have impacted YTD position however it is anticipated the original completion date will be met.",2018-09-30T00:00:00,High,7460674,,Corporate Services,80,5218298,,G,1,*Provide the department with an implemented recovery strategy which can be used in the event of a disaster to restore the ICT systems that underpin any impacted business critical services.,6308664,2016-10-01T00:00:00,DJAG
23/10/2018,BCS,Blue Card Services Recommendation 28.1 Project - Blue Card Home Based Care Register,2018-12-21T00:00:00,Delivery,,2018-12-21T00:00:00,"In July 2016, the Queensland Family and Child Commission QFCC released the When a child is missing Remembering Tiahleigh - A report into Queensland's children missing from out-of-home care report making 29 recommendations. Recommendation 28 required the QFCC to undertake a further review of legislation, policies and practices relating to information sharing between relevant agencies responsible for children in regulated service environments. 
23/10/2018,The Recommendation 28 Supplementary Review, A report on information sharing to enhance the safety of children in regulated home based services (Supplementary Review) is the QFCC response to Recommendation 28 and makes 17 recommendations in relation to information sharing between agencies responsible for regulating and monitoring regulated services provided from the home, namely foster and kinship care, family day care and stand alone care services. 
23/10/2018,Implementation of the register will require legislative amendment.",2018-08-31T00:00:00,High,1573000,,Blue Card Services,60,691890,,G,2,"The objective of this project is to establish a register for recording and reporting on regulated child-related services provided from the home, specifically limited to foster/kinship care, family day care and stand-alone care. As recommended by the Queensland Family and Child Commission (QFCC) within the Recommendation 28 Supplementary Review Report (A report on information sharing to enhance the safety of children in regulated home-based services) this register will: 
23/10/2018,a) identify co-located home-based services
23/10/2018,b) enable the Queensland Police Service to have line of sight to the register to access up-to-date information when Police attend a residential address to identify potential risks to children, and 
23/10/2018,c) make information available to agencies, including Department of Child Safety, Youth and Women, Department of Education and the Office of the Public Guardian to assist with regulating and/or monitoring specific home-based services.",1573000,2017-04-01T00:00:00,DJAG
23/10/2018,HHS,Future of Property and Tenancy Systems,2017-06-30T00:00:00,Delivery,,2019-03-31T00:00:00,"The FOPATS Program undertook a significant re-baseline in late 2016 to inform and approve changes to its strategic direction, scope, delivery methodology, timing and costs, including strengthening program governance and revising the Business Case to complete against a two staged implementation, Property and then Tenancy. 
23/10/2018,
23/10/2018,Following this review, the Property Release, the first of two stages, was delivered successfully on time on 1 November 2017 and delivered benefits including efficiencies in property management and reporting.
23/10/2018,
23/10/2018,The refreshed business case, the Program budget and planned end date were formally re-baselined in January 2018. This formal approval, coupled with the successful delivery of the first stage Property Release, saw the Program status move to green.
23/10/2018,
23/10/2018,The Program has completed more detailed planning for the second stage Tenancy Release, which will remove the operational dependency on the existing ICT housing solution entirely. Tenancy design activities are now well progressed, with a view to determining a feasible Program end date. 
23/10/2018,",2018-06-30T00:00:00,Critical,56286000,,Housing and Homelessness Services,62,76536997,,G,1,Replace the existing ICT housing solution with an integrated ICT system.,121597695,2013-07-01T00:00:00,HPW
23/10/2018,QGP,Fleet Management System Replacement Project (FMSRP - Qfleet),2019-09-30T00:00:00,Initiate,,2019-09-30T00:00:00,The project is tracking to plan. The project is currently subject to procurement activities and has commenced lead implementation activities.,2018-06-30T00:00:00,High,13939200,,Qfleet,21,655518,,G,2,"The objective of the FMSRP is the procurement and implementation of a new common Fleet Management System that meets QFleet, QPS, QFES and QAS core business requirements and provides best value for money. It will provide a contemporary, sustainable common Fleet Management System that delivers effective and efficient business services for the agencies now and into the future.",13937796,2017-10-19T00:00:00,HPW
23/10/2018,QGP,Qfleet Car Sharing Model Implementation Project (CSMIP),2018-08-31T00:00:00,Initiate,,2018-08-31T00:00:00,"Procurement activity currently nearing a conclusion. Expecting contract award to occur July/August with implementation to commence soon after.  
23/10/2018,The Department has recently updated their publishing criteria for initiatives. This project is publishable under our revised publishing criteria.",2018-06-30T00:00:00,High,454735,,Qfleet,50,55665,,G,3,"The objective of the Car Sharing Model Implementation Project (CSMIP) is the procurement and implementation of a fully automated, innovative and sustainable multi-agency car sharing solution delivering effective and efficient short-term motor vehicle hire services for government, now and in the future.",454735,2017-11-20T00:00:00,HPW
23/10/2018,SSQ,Payment Card Industry (PCI) Remediation Implementation,2016-01-29T00:00:00,Closed,,2018-06-30T00:00:00,"Smart Service delivers services on behalf of government via both telephone and counter channels. Some of these services involve financial transactions involving credit card payments.
23/10/2018,The Payment Card Industry (PCI) have stipulated compliance security standards that the government (through Smart Service) has to meet.  This project was scoped with ensuring these standards were met.  Following a recent external assessment it has been confirmed that this objective has been achieved. The project has completed its planned activities and closed on 29 June 2018.",2018-06-30T00:00:00,Critical,516033,,Smart Service Queensland,100,1130918,,G,4,The Smart Service Queensland PCI Remediation Implementation Project is implementing identified remediation actions required to meet Payment Card Industry Data Security Standards version 3.2 (PCI DSS).,1432215,2014-07-25T00:00:00,HPW
23/10/2018,SSQ,Automated Payments Solution ,2018-07-31T00:00:00,Initiate,,2018-07-31T00:00:00,"Smart Service Queensland (SSQ) is required to continue to take payments over the phone while remaining Payment Card Industry Data Security Standard (PCI DSS) compliant.  
23/10/2018,
23/10/2018,SSQ has commenced the introduction of a VOIP solution to replace the existing analogue telephony capability. This forms the basis of the Telephony Replacement Project (TRP). 
23/10/2018,
23/10/2018,To continue to meet ongoing PCI-DSS compliance, additional technology is required to enable secure payments over the phone in a VOIP environment. 
23/10/2018,
23/10/2018,The Automated Payment Solution (APS) project will ensure this compliance is maintained and the new technology is implemented. The procurement process is progressing.
23/10/2018,
23/10/2018,Up until June 2018 the APS project has been in a project light, discovery phase - determining if viable solutions were available in the marketplace.  This is why the project has reported as amber and the budget spend limited. The project will be re-baselined in July 2018, and a new, more accurate project end date will be determined based upon realistic procurement and implementation timeframes for an off the shelf product. 
23/10/2018,",2018-06-30T00:00:00,Critical,1500000,,Smart Service Queensland,5,29961,,A,5,The project will implement an improved capability for offering secure payment card transactions via the telephone. To meet Payment Card Industry Data Security Standards version 3.2 (PCI DSS) when the new VOIP telephony solution is introduced.,1500000,2018-01-29T00:00:00,HPW
23/10/2018,SSQ,Smart Service Telephony Replacement Project,2016-01-12T00:00:00,Delivery,,2018-09-30T00:00:00,"The initial re-planning activity was completed in June 2018. However, further review of the schedule was requested and is underway.  Once complete an Exception Report will be created for consideration by the Board. ",2018-06-30T00:00:00,Critical,4490634,,Smart Service Queensland,63,3729727,,A,6,"To transition our current telephony platform to a digital platform as it is beyond its expected functional life, and is expensive to operate and maintain. The Telephony Replacement Project aims to:
23/10/2018,
23/10/2018,* reduce operating costs
23/10/2018,* increase capacity
23/10/2018,* improve customer experience
23/10/2018,* provide new functionality.",4150981,2015-04-02T00:00:00,HPW
23/10/2018,SSQ,Content Delivery Solution,2017-03-31T00:00:00,Delivery,,2018-08-31T00:00:00,Project closure and handover activities are underway.,2018-06-30T00:00:00,Critical,3476245,,Smart Service Queensland,98,2083254,,G,7,"The Smart Service Queensland  Content Delivery Solution Project will provide a platform for Smart Service where all channels are managed through one routing engine and one set of reporting and management tools; and support future Omni-Channel initiatives that require integration between channels, such as customers switching from web chat to a voice call.",2348880,2015-11-20T00:00:00,HPW
23/10/2018,SSQ,Technology Platform Project (TPP),2018-06-30T00:00:00,Delivery,,2018-06-30T00:00:00,"SSQ is introducing a new VOIP based telephony platform through the Telephony Replacement Project (TRP).  SSQ has also implemented a new agent scripting tool via the Content Delivery Solution (CDS) project.  The Technology Platform Project (TPP) is delivering the core underlying technology used by both projects and some other shared ICT centric deliverables, such as Load and Performance Testing, and Security Penetration Testing.  The core hardware platform has been successfully delivered and is being utilised by CDS and TRP.  The TPP is currently awaiting readiness of some TRP deliverables before progressing the final TPP deliverables.",2018-06-30T00:00:00,Critical,3390862,,Smart Service Queensland,82,2435825,,A,8,"The Technology Platform Project is providing the technical capability required to support the design, implementation and ongoing maintenance of the content delivery solution, telephony solution and the call recording solution.",3390862,2017-05-15T00:00:00,HPW
23/10/2018,DTS,Digital Archiving Program - Tranche 1,2019-12-30T00:00:00,Delivery ,,2019-12-30T00:00:00,Procurement stage is progressing to planned timeframes and milestones with preferred Offeror identified and contract ready for execution. Government approvals to execute underway. Transition-In planning progressing well.,2018-06-30T00:00:00,Critical,12701000,,Digital Technology and Services,95,1872402,,G,9,"To ensure the delivery of an as-a-Service eco-system to effectively archive, manage and enable search and discovery of Queensland's permanent high value records. The new digital services will support the Queensland Government's blueprint for innovation and collaboration, providing better outcomes for Queenslanders.  ",12701000,2017-07-01T00:00:00,HPW
23/10/2018,OSSSIO,Customer Identity and Details Enhancements FY17-18,2018-10-30T00:00:00,Delivery,,2018-10-30T00:00:00,"The project is on track to deliver as per the project schedule. 
23/10/2018,The Department has recently updated their publishing criteria for initiatives. This project is publishable under our revised publishing criteria.",2018-06-30T00:00:00,High,1200000,,One-stop Shop Strategy and Implementation Office,80,1185000,,G,10,"Improved technology and functionality to meet agency requirements in customer identity and details to enable agency adoption and uptake driving further value for customers.
23/10/2018,
23/10/2018,* CDM Blueprint
23/10/2018,* Transition to new platform
23/10/2018,* Auth pilot
23/10/2018,* CDM release 2 pilot",1200000,2017-07-01T00:00:00,HPW
23/10/2018,PWAM,Non-Conforming Building Products (NCBP) Website,2018-08-31T00:00:00,Delivery,,2018-08-31T00:00:00,"The Safer Buildings website is being developed to support the introduction of proposed changes to the Building Regulation 2006. 
23/10/2018,The Department has recently updated their publishing criteria for initiatives. This project is publishable under our revised publishing criteria.",2018-06-30T00:00:00,Critical,770924,,Public Works and Asset Management,50,305849,,G,11,Development of a website (the Safer Buildings Website) for private building owners to register and submit information through a self-assessment checklist to assess their buildings for the existence of potentially combustible cladding.,770924,2018-05-01T00:00:00,HPW
23/10/2018,CS,ICT Infrastructure Refresh Project,2018-06-30T00:00:00,Delivery,,2018-09-30T00:00:00,"Progressing as planned. 
23/10/2018,The Department has recently updated their publishing criteria for initiatives. This project is publishable under our revised publishing criteria.",2018-06-30T00:00:00,Medium,1173338,,Corporate Services,92,647941,,G,12,To upgrade ICT infrastructure to maintain a fully supported and secure environment and leverage and take advantage of offerings from current DHPW licencing agreements. ,1173338,2017-02-13T00:00:00,HPW
23/10/2018,ICTSS,Government Wireless Network Contract and Administration Billing System,2018-06-30T00:00:00,Initiate,,2018-12-31T00:00:00,"There is a requirement to develop a requirements specification for the GWN Wireless Network Contract and Administration Billing System. This has not been completed as it was determined additional resources were required to progress this project i.e. a Project Manager. Originally this digital project was being resourced by existing staff within the GWN Contract Directorate, therefore no expenditure has occurred to date. The procurement process has been delayed for the same reason, but has recommenced now that a Project Manager has been sourced and commenced employment with the GWN Contract Directorate on Monday 13 August.
23/10/2018,",2018-06-30T00:00:00,High,0,,ICT Strategic Sourcing,10,0,,G,13,"The GWN Contract Directorate seeks a fully managed software as a service solution to replace existing excel spreadsheets and macros that have organically grown in complexity, improve record keeping compliance, and alleviate current single points of failure and reliance. 
23/10/2018,The current contract modification process and Public Safety Agencies (GWN service consumers) invoicing is managed via complicated spreadsheets and macros, colloquially called The Mod Register. The management of contract modifications and invoicing via the Mod Register is manually intensive, cumbersome, is pushing the capabilities of Microsoft Excel, prone to macro errors and due to its size is becoming unwieldly to manage. Also,
23/10/2018,Contractor Performance, including the contractor abatement calculation process, is not centrally managed in one system. A variety of Contractor generated reports are manually validated and reconciled, with problematic auditability.
23/10/2018,Communication of information between GWN Contract Directorate, Public Safety Agencies and Contractor is done via email and attachments of spreadsheets and PDFs in these emails. Management and storage of emails and attachments is problematic, especially version history and control.
23/10/2018,There is now a requirement to procure a purposely designed software system that is fully functional, customisable, redundant, reliable, will meet the current and future requirements of the GWN Contract, and replace current Contract Modification and Contractor Performance processes. ",0,2017-11-01T00:00:00,HPW
23/10/2018,Energy,Biofuel - Fuel Sellers Register,2017-06-01T00:00:00,Delivery,G,2018-03-29T00:00:00,"Project is continuing as planned.
23/10/2018,
23/10/2018,November 2017 - Approved extension of time-frame, additional scope and associated costs due to State Government election affecting launch date.
23/10/2018,October 2017 - The project is progressing as planned.
23/10/2018,August 2017 - Revised schedule approved returning the project to Green for Timeframe, Cost and Quality. Good progress is now being made following re-baselining. 
23/10/2018,June 2017 - Revised Schedule approved returning the project to Green.
23/10/2018,June 2017 - A revised project schedule is currently being finalised and the project is being closely monitored.
23/10/2018,April 2017 - A software issue is still being resolved and the timeframe is being closely monitored.  
23/10/2018,March 2017 - Quality issues are being resolved and now report as Amber, with a return to Green expected following renegotiation of vendor agreement. Timeframe and Cost are being reviewed in light of impending change to vendor agreement.
23/10/2018,February 2017 - Quality issues are currently being addressed and contingencies are being applied.
23/10/2018,December 2016 - The project is progressing as planned.",2017-12-21T00:00:00,Critical,567500,G,"Governance and Engagement, Energy",92,634172,G,G,1,"Develop a modern ICT solution to support the Queensland biofuel mandates (the Liquid Fuel Supply Act 1984 and the Liquid Fuel Supply (Ethanol and Other Biofuels Mandate) Amendment Act 2015). Queensland fuel retailers and wholesalers will be able to:
23/10/2018,
23/10/2018,* register and maintain their information
23/10/2018,* report fuel sales volume.",967680,2016-04-05T00:00:00,DEWS
23/10/2018,QWSR,Dam safety regulation solution,2016-10-30T00:00:00,Delivery,G,2018-04-30T00:00:00,"Project is continuing as planned.
23/10/2018,
23/10/2018,November 2017 - Approved extension of time-frame; progress has slowed due to resource availability impacting the schedule, with no impact to cost.
23/10/2018,August 2017 - Approved extension of timeframe.
23/10/2018,June 2017 - The project is progressing as planned. 
23/10/2018,February 2017 - Timeframe has moved back to Green with an approved extension to the planned end date.
23/10/2018,December 2016 - Resource unavailability due to competing priorities has impacted the schedule.
23/10/2018,October 2016 - Progress is continuing as planned.
23/10/2018,August 2016 - Delays have been resolved and good progress is now being made following re-baselining of the schedule.
23/10/2018,June 2016 - Progress is continuing as planned. Percentage complete amended due to previous data input error.
23/10/2018,April 2016 - Initiative has moved into delivery and is progressing as planned.",2017-12-21T00:00:00,High,1390000,G,Queensland Water Supply Regulator,91,1327606,G,G,2,"Develop a modern ICT solution to support the regulation of referable dams within Queensland. It is critical for ensuring the safety of the community and continuity of water supply for those communities and to:
23/10/2018,
23/10/2018,* support compliance with legislation
23/10/2018,* implement recommendations from the Queensland Floods Commission of Inquiry - interim and final reports, particularly in regard to Emergency Action Plans (EAPs) for referable dams and prioritisation of dam safety audits
23/10/2018,* address gaps and improve business processes - making processes more consistent and standardised in order to efficiently meet regulatory requirements
23/10/2018,* provide the opportunity for improved or new business capability, such as a central repository for Dam Safety regulatory information and improved reporting and spatial analysis.
23/10/2018,",1390000,2012-04-01T00:00:00,DEWS
23/10/2018,BQCC,Communication and Stakeholder Engagement Solution,2018-04-27T00:00:00,Delivery,,2018-08-31T00:00:00,"Timeframe will be exceeded due to resourcing issues.  This has affected key capability to perform testing and the finalisation of procedures and supporting documentation. A review of timeframe and associate costs is underway.
23/10/2018,
23/10/2018,September 2018 - Timeframe is being monitored closely due to business demands impacting testing and completion of documentation. Project closure is now planned by 30 September 2018.
23/10/2018,August 2018 - The project is progress as planned and is on schedule.
23/10/2018,July 2018 - An extension to the planned end date and additional budget has been approved by the governance committee.
23/10/2018,June 2018 - Hidden complexities around integration with other solutions has affect the timing of user acceptance testing and training schedules. Due to the timing of this, the timeframe and cost will be adjusted (re-baselined) returning to a Green status. 
23/10/2018,May 2018 - A change to the planned end date and cost has been approved.
23/10/2018,March 2018 - Note adjustment to planned end date corrected due to typographical error.
23/10/2018,February 2018 - The project is progressing as planned.
23/10/2018,December 2017 - The project was approved to move into delivery in October 2017 and is being published for the first time.",2018-10-12T00:00:00,Medium,694000,,Biosecurity Queensland Control Centre,97,1011823,,R,1,"Implement a simple, easy to use system that will facilitate the collection of information associated with the National Red Imported Fire Ant Eradication Program and the National Electric Ant Eradication Program. This will include contact management, complaints management, history of interactions, event management, training management, social media interactions, marketing campaign and reporting.",1048849,2017-06-01T00:00:00,DAF
23/10/2018,FQ,Forestry Mobility Project,2017-06-30T00:00:00,Delivery,,2019-06-30T00:00:00,"The project is progressing as planned and is on schedule.
23/10/2018,
23/10/2018,July 2018 - The project has re-commenced. Approval has been granted for an extension to the planned end date, and an increase in associated costs.
23/10/2018,June 2018 - Field testing has identified unexpected issues that will impact on the planned end date. Effort is underway with Microsoft to apply a technical fix (patch) to resolve errors. Due to the timing of this, the timeframe and cost will be adjusted (re-baselined) returning to a Green status. 
23/10/2018,April 2018 - An extension to the planned end date has been approved, returning the project status to Green.
23/10/2018,March 2018 - A minor scope increase has been proposed, affecting both timeframe and cost, which is progressing through the governance process.
23/10/2018,March 2018 - The project is progressing as planned.
23/10/2018,December 2017 - A variation to scope was approved, resulting in a change to the planned end date and total estimated expenditure.
23/10/2018,November 2017 - The project is continuing as planned. 
23/10/2018,June 2017 - The project is continuing as planned, moving into delivery in December 2016.",2018-10-12T00:00:00,Medium,608146,,Forestry Queensland,91,1044863,,G,2,"Part of the Forestry ICT Renewal (FIR) program, this initiative is an appropriate-scaled solution to support efficient and effective delivery of remote field operations, which will address:
23/10/2018,
23/10/2018,* the capture, management and integration of data
23/10/2018,* value-adding opportunities for business improvement
23/10/2018,* management of risk associated with ongoing use and maintenance of disparate systems.",1696431,2016-06-15T00:00:00,DAF
23/10/2018,FQ,Novel Commercial and Recreational Fishing Apps,2018-09-30T00:00:00,Delivery,,2019-01-31T00:00:00,"The project is progressing as planned and is on schedule.  Note: the approved end date has been updated in accordance with the approved business case. 
23/10/2018,
23/10/2018,September 2018 - Contract documentation has been finalised and the first two development cycles are under way.
23/10/2018,August 2018 - The project was approved to move to delivery in July 2018 and is publishing for the first time.",2018-10-12T00:00:00,High,450000,,Fisheries Queensland,40,229106,,G,3,"* Provide up-to-date information on the rules and regulations about fishing and marine park zoning in Queensland
23/10/2018,* Achieve better compliance through access to information
23/10/2018,* Increase uptake of the App by providing regulations from other marine agencies
23/10/2018,* Resolve issues with offline access to information.",450000,2018-02-01T00:00:00,DAF
23/10/2018,ASQ,Portfolio Activity Reporting Information System,2018-06-30T00:00:00,Delivery,,2019-06-30T00:00:00,"The project is progressing as planned and is on schedule.
23/10/2018,
23/10/2018,September 2018 - Extensive stakeholder consultation has been undertaken and included in documentation.
23/10/2018,August 2018 - The project is progressing as planned and is on schedule.
23/10/2018,July 2018 - Project is continuing as planned.
23/10/2018,June 2018 - Refreshed business case approved, the project has been re-baselined returning it to a Green status.
23/10/2018,May 2018 - Funding has been approved to fully implement the project and it is now in delivery. 
23/10/2018,February 2018 - The project is paused until a funding source is identified.
23/10/2018,December 2017 - The project was approved to move into delivery in November 2017 and is being published for the first time.",2018-10-12T00:00:00,High,978000,,Agri-Science Queensland,10,360028,,G,4,"Review and consolidate the variety of processes and technologies currently being used to manage the department's research, development and extension, and other projects.",978000,2015-08-13T00:00:00,DAF
23/10/2018,BQ,Registered Biosecurity Entity (RBE) Renewal Project,2019-08-30T00:00:00,Delivery,,2019-08-30T00:00:00,"The project is progressing as planned and is on schedule.
23/10/2018,
23/10/2018,August 2018 - The project was approved to move to delivery in July 2018 and is publishing for the first time.",2018-10-12T00:00:00,High,2821000,,Biosecurity Queensland,8,395091,,G,5,"* Develop an efficient end-to-end registration renewal process to allow effective management of renewals
23/10/2018,* Ensure stakeholders are aware of renewal requirements and the importance of maintaining up-to-date information
23/10/2018,* Provide the ability to efficiently communicate with customers about registered biosecurity entity processes and renewals
23/10/2018,* Provide data integration between the online customer portal and the underlying technology solution
23/10/2018,* Minimise administrative overhead.",2821001,2017-11-10T00:00:00,DAF
23/10/2018,Ag,Risk Reduction for Customer Service Centre,2019-04-19T00:00:00,Delivery,,2019-04-19T00:00:00,"The project is progressing as planned and is on schedule.
23/10/2018,
23/10/2018,December 2017 - The project was approved to move into delivery in November 2017 and is being published for the first time.",2018-10-12T00:00:00,High,1767000,,Agriculture,60,958670,,G,6,Implement a solution to mitigate risk of end of life for the agency's call centre logging application.,1767000,2015-01-30T00:00:00,DAF
23/10/2018,,,,,,,,,,0,,,0,0,,,1,,0,,DSD
23/10/2018,PSBA,Emergency Vehicle Priority (EVP) Project,2017-06-30T00:00:00,Delivery,,2018-10-31T00:00:00,"Approved scope of EVP rollouts have been completed with vehicle fitouts finished in Rockhampton, Maryborough, Hervey Bay and Gladstone for both Queensland Ambulance Service and Queensland Fire and Emergency Services. Project closure scheduled for completion October 2018. Project scope was expanded to include procurement of a managed service for operational support and maintenance and increasing vehicle deployments to a total of 730 emergency vehicles, resulting in a revised timeframe from the original planned end date of 30-06-2017 to 31-10-2018, and a revised budget from the original expenditure plan of $3.37 million to $4.36 million. A re-alignment of schedule sub-tasks has resulted in a reduction of the percentage complete; however, the planned end date remains unchanged.",2018-09-25T00:00:00,High,3370000,,Public Safety Business Agency,92,4249227,,G,1,"A joint project between Public Safety Business Agency and Transport and Main Roads for Queensland Ambulance Service, Queensland Fire and Emergency Services, and Queensland Police Service to deliver: 
23/10/2018,
23/10/2018,* Responsive vehicle movements 
23/10/2018,* Improve road safety 
23/10/2018,* Congestion management 
23/10/2018,* Community safety",4360696,2013-01-01T00:00:00,PSBA
23/10/2018,OSR,State Penalties Enforcement Registry (SPER) Program,2017-12-31T00:00:00,Delivery,,2018-10-31T00:00:00,"Expenditure to date - $31.3M has been for the transformation of the SPER function, and $20.3M has been on the build phase of the ICT implementation. The broader SPER transformation program commenced in 2014, with the first stage focussed on building foundational capability. This next phase was the implementation of the new system solution (ICT SaaS) which commenced in 2016.
23/10/2018,Variation - In December 2017 the SPER Program completed a re-baselining effort which approved changes to scope, timing and costs. These changes were made to better reflect an enhanced delivery model, requiring system modifications that support improved business functionality.",2018-07-30T00:00:00,High,47200000,,State Penalties Enforcement Registry,79,51641000,,A,1,"To maintain the integrity of fines as an effective sanction. 
23/10/2018,To uphold confidence in the justice system. 
23/10/2018,To deliver efficient and effective debt management practices which provide value for money to the State.
23/10/2018,",62150000,2014-01-01T00:00:00,QR
23/10/2018,RI,Financial Assurance Information Registry (FAIR),2018-07-01T00:00:00,Delivery,,2018-12-31T00:00:00,"Project cost as at end of July 2018 is $7.315.000. The FAIR project was due to be completed by 1 July 2018 to align with commencement of the Financial Provisioning Scheme (FPS). The delivery delay event is marked yes due to a deferral of the legislation to enact the FPS which would permit the scheme to commence. The FAIR project will be operational for FPS commencement. 
23/10/2018,The FAIR project required for the FPS commencement is 90 percent complete. Other components of the FPS reforms will be completed in subsequent years.",2018-07-30T00:00:00,Medium,15900000,,Insurance Commission,90,7315000,,G,2,"Cabinet has approved the reform of the Financial Assurance System in Queensland to address the inadequacy of surety held by the state to meets its rehabilitation obligations relating to mining and petroleum sites and activities.  The Financial Assurance Information Registry (FAIR) will provide a robust and accurate central registry of information pertaining to Financial Assurance relating to mining interests in Queensland.  The registry will be accessible to Queensland Government officers in Dept. of Environment and Heritage Protection, Dept. of Natural Resources and Mines and Queensland Treasury.",15900000,2017-05-01T00:00:00,QR
23/10/2018,RI,Information Security Program,2019-06-30T00:00:00,Delivery,,2019-06-30T00:00:00,,2018-07-31T00:00:00,Medium,1960000,,Office of the Chief Information Officer,45,642500,,G,3,"The potential of digital technologies depends on the extent to which we can trust the Internet and cyberspace. The Information Security program will: mitigate Treasury's cyber security risk profile; review and implement information security policy; mitigate workplace health and safety risk; enhance a risk management regime; create a trusted environment to implement digital and data initiatives.
23/10/2018,",1960000,2017-10-16T00:00:00,QR
23/10/2018,OSR,Office of State Revenue (OSR) Transformation Program,2020-06-30T00:00:00,Delivery,,2020-06-30T00:00:00,"Multiple initiatives in progress focussing on machine learning, analytics, data quality, and business process improvements.  Overall program is on track.",2018-07-30T00:00:00,High,73548000,,Office of State Revenue,22,13538135,,G,4,"The OSR Transformation Program will create a revenue services model for the future, focussing on clients, staff and the community.  Key investment objectives include: enhanced customer service offerings; real time, up front compliance programs; improved data accuracy and identity management; automated processing and advanced analytics.
23/10/2018,
23/10/2018,The OSR Transformation Program will be delivered over three years across six streams of activity - Business Process Re-design; Data; Analytics; Client Centric; Workforce Capability and Platform Renewal.  ",73548000,2017-08-01T00:00:00,QR
23/10/2018,,,,,,,,,,0,,,0,0,,,1,,0,,DATSIP
23/10/2018,Corporate Services Improvement Program,Integrated Records Information System (IRIS),2019-06-30T00:00:00,Delivery,,2019-12-30T00:00:00,"In response to an internal audit review of review of Transport and Main Road's (TMR)  Document Management System (DMS) the Integrated Records and Information System (IRIS) project was stood up in 2015. An opportunity to further leverage functionality requirements, TMR's Executive Correspondence System (ECS) replacement was also included into scope. 
23/10/2018,IRIS project was reviewed in 2017 to ensure achievability, and as a result the project budget was decreased from $7,967,972 down to $6,865,000 (plus contingency) of 10%.
23/10/2018,In April 2018, a scope change with $567,500 budget increase was approved to include the delivery of a General Correspondence System deliverable to the project, maximising return on investment and better outcomes for the customer, bringing total budget to $7,432,500 excluding contingency. ",2018-07-31T00:00:00,High,7967972,,Corporate Services Improvement Division,35,5783613,,G,1,Centralised electronic document and recordkeeping management system that will enable TMR staff to easily and quickly manage electronic and physical records in a way that ensures they are available to evidence decision making.,7967972,2015-07-01T00:00:00,TMR
23/10/2018,Corporate Services Improvement Program,Lotus Notes Decommissioning (OP),2016-01-31T00:00:00,Delivery,,2019-06-30T00:00:00,"The Lotus Notes Decommissioning project commenced in October 2015 when concept and stage 1 was approved to engage and investigate business findings around the decommission of legacy lotus notes databases.
23/10/2018,In July 2016, three additional stages aligning to three financial years from 2016/17 through to 2018/19 were further approved via a project initiation and business case. 
23/10/2018,Stage 2, 2016/17, focused on analysis and stakeholder engagement to form the scope of the project and define functionality and business requirements for individual applications.
23/10/2018,Stage 3, 2017/18, focused on proof of concepts to inform and validate the plan for stage 4 in 2018/19. The project was impacted in 2017/18 by several resourcing issues, including the departure of the original project manager.
23/10/2018,The project is scheduled to complete work and close down by 30 June 2019, with the exception of the migration of files from the department's legacy Document Management System (DMS). The migration of the DMS will align with the Integrated Records and Information System (IRIS) program and should be complete by the end of 2019. ",2018-07-31T00:00:00,High,8150000,,Corporate Services Improvement Division,52,3107509,,G,2,Deliver improved information platform functions for effective ICT Strategy Alignment,8150000,2015-11-01T00:00:00,TMR
23/10/2018,Corporate Services Improvement Program,Safety System Replacement Project (SSRP),2018-07-30T00:00:00,Closed,,2018-07-30T00:00:00,"Project closed on time and within budget. A new Workplace Health and Safety (WHS) solution has been procured, implemented and declared production ready 28 June 2018. It provides a contemporary workflow-based approach to the recording and management of hazards and incidents, safety conversations, and claims and rehabilitation. The solution is cloud based and offers functionality to support the Departments mobile workforce.
23/10/2018,",2018-07-31T00:00:00,Low,680000,,Corporate Services Improvement Division,100,677411,,G,3,"The objective of the SHE project is to replace the current Work Health and Safety ICT solution with an industry standard, cost effective safety management solution that will enable TMR to meet its obligations under the Work Health and Safety 2011 Act, the Right to Information, Information Privacy legislation and the Workers Compensation and Rehabilitation Act 2003 (Qld).",680000,2016-12-05T00:00:00,TMR
